"kurskod","namn","kommentar","signatur","spec_benämning","api_url"
"M7022E","Examensarbete i datateknik, inriktning distribuerade datorsystem för hållbar utveckling, masterexamen","100% Lp3-4 Skellefteå","37086-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q063gZ6y5Y355576Y76Y.json"
"M7027E","Examensarbete i datateknik, inriktning hållbar datorkommunikation och molnbaserad databehandling, masterexamen","100% Lp3-4 Skellefteå","37087-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q063gZ6y5Y355676Y76Y.json"
"X7009E","Examensarbete i datateknik, inriktning Industriella datorsystem, civilingenjör","100% Lp1-2 Luleå","17109-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q053gZ6y5Y955176Y76Y.json"
"X7009E","Examensarbete i datateknik, inriktning Industriella datorsystem, civilingenjör","100% Lp3-4 Luleå","37103-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q063gZ6y5Y355376Y76Y.json"
"X7007E","Examensarbete i datateknik, inriktning Informations- och kommunikationsteknik, civilingenjör","100% Lp1-2 Luleå","17107-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q053gZ6y5Y955876Y76Y.json"
"X7007E","Examensarbete i datateknik, inriktning Informations- och kommunikationsteknik, civilingenjör","100% Lp3-4 Luleå","37101-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q063gZ6y5Y355176Y76Y.json"
"X7012E","Examensarbete i datateknik, inriktning interaktiva system, civilingenjör","100% Lp1-2 Luleå","17112-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q053gZ6y5Y955476Y76Y.json"
"X7012E","Examensarbete i datateknik, inriktning interaktiva system, civilingenjör","100% Lp3-4 Luleå","37113-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q063gZ6y5Y355576Y76Y.json"
"W0018E","Examensarbete i datorgrafik","50% Lp4 Skellefteå","47049-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv7Q033gZ6y5Y355876Y76Y.json"
"W0031E","Examensarbete i datorgrafik, kandidat","100% Lp4 Skellefteå","47544-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q033gZ6y5Y355176Y76Y.json"
"W0019T","Examensarbete i Elkraftteknik, högskoleingenjör","100% Lp4 Ortsoberoende","48017-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q043gZ6y5Y355676Y76Y.json"
"W0017T","Examensarbete i Energiteknik, högskoleingenjör","100% Lp1 Skellefteå","18351-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q063gZ6y5Y955276Y76Y.json"
"W0017T","Examensarbete i Energiteknik, högskoleingenjör","100% Lp4 Skellefteå","48879-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q043gZ6y5Y355476Y76Y.json"
"E0003T","Examensarbete i Energiteknik, teknologie kandidat","100% Lp1 Luleå","18050-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q063gZ6y5Y955676Y76Y.json"
"U7014P","Examensarbete i engelska, grundlärare 4-6","100% Lp3-4 Ortsoberoende","33258-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q063gZ6y5Y355176Y76Y.json"
"U7013P","Examensarbete i engelska, grundlärare F-3","100% Lp3-4 Ortsoberoende","33268-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355176Y76Y.json"
"U7019P","Examensarbete i estetiska ämnen, grundlärare 4-6","100% Lp3-4 Ortsoberoende","33267-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355976Y76Y.json"
"G0021N","Examensarbete i företagsekonomi, inriktning internationell affärsverksamhet, kandidat","100% Lp4 Ortsoberoende","40412-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv9Q023gZ6y5Y355076Y76Y.json"
"E0012N","Examensarbete i företagsekonomi, specialisering ledarskap och affärsutveckling, kandidat","100% Lp4 Luleå","40012-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q033gZ6y5Y355376Y76Y.json"
"E0012N","Examensarbete i företagsekonomi, specialisering ledarskap och affärsutveckling, kandidat","100% Lp4 Luleå","40401-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q023gZ6y5Y355776Y76Y.json"
"M0030N","Examensarbete i företagsekonomi, specialisering marknadsföring, kandidat","100% Lp4 Luleå","40014-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q033gZ6y5Y355476Y76Y.json"
"M0030N","Examensarbete i företagsekonomi, specialisering marknadsföring, kandidat","100% Lp4 Luleå","40380-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q013gZ6y5Y355076Y76Y.json"
"R0021N","Examensarbete i företagsekonomi, specialisering redovisning och styrning, kandidat","100% Lp4 Luleå","40015-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y355176Y76Y.json"
"R0021N","Examensarbete i företagsekonomi, specialisering redovisning och styrning, kandidat","100% Lp4 Luleå","40384-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q013gZ6y5Y355976Y76Y.json"
"X7001K","Examensarbete i Geovetenskap, master","100% Lp3-4 Luleå","35014-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q083gZ6y5Y355476Y76Y.json"
"X7008K","Examensarbete i Geovetenskapliga resurser, master","100% Lp3-4 Luleå","35477-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv7Q043gZ6y5Y255576Y76Y.json"
"D0049A","Examensarbete i grafisk design, konstnärlig kandidat","75% Lp3-4 Luleå","30602-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q043gZ6y5Y255276Y76Y.json"
"D0049A","Examensarbete i grafisk design, konstnärlig kandidat","75% Lp3-4 Luleå","30708-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q093gZ6y5Y355576Y76Y.json"
"E7014T","Examensarbete i Hållbar energiteknik, inriktning Bioenergi/Energieffektivisering, civilingenjör","100% Lp1-2 Luleå","18053-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q063gZ6y5Y955376Y76Y.json"
"E7014T","Examensarbete i Hållbar energiteknik, inriktning Bioenergi/Energieffektivisering, civilingenjör","100% Lp2-3 Luleå","28022-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q013gZ6y5Y955376Y76Y.json"
"E7014T","Examensarbete i Hållbar energiteknik, inriktning Bioenergi/Energieffektivisering, civilingenjör","100% Lp3-4 Luleå","38041-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q093gZ6y5Y355476Y76Y.json"
"E7015T","Examensarbete i Hållbar energiteknik, inriktning Vind- och vattenkraft, civilingenjör","100% Lp1-2 Luleå","18054-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q063gZ6y5Y955476Y76Y.json"
"E7015T","Examensarbete i Hållbar energiteknik, inriktning Vind- och vattenkraft, civilingenjör","100% Lp2-3 Luleå","28023-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv0Q013gZ6y5Y955476Y76Y.json"
"E7015T","Examensarbete i Hållbar energiteknik, inriktning Vind- och vattenkraft, civilingenjör","100% Lp3-4 Luleå","38042-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q093gZ6y5Y355076Y76Y.json"
"X7012K","Examensarbete i Hållbar process- och kemiteknik, inriktning Kemi- och bioprocessteknik, civilingenjör","100% Lp1-2 Luleå","15043-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q053gZ6y5Y955476Y76Y.json"
"X7012K","Examensarbete i Hållbar process- och kemiteknik, inriktning Kemi- och bioprocessteknik, civilingenjör","100% Lp3-4 Luleå","35524-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q093gZ6y5Y355776Y76Y.json"
"X7011K","Examensarbete i Hållbar process- och kemiteknik, inriktning Mineralteknik och metallurgi, civilingenjör","100% Lp1-2 Luleå","15042-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q053gZ6y5Y955376Y76Y.json"
"X7011K","Examensarbete i Hållbar process- och kemiteknik, inriktning Mineralteknik och metallurgi, civilingenjör","100% Lp3-4 Luleå","35523-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q093gZ6y5Y355676Y76Y.json"
"T7007N","Examensarbete i industriell ekonomi, industriell logistik, civilingenjör","100% Lp3-4 Luleå","30052-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q083gZ6y5Y355176Y76Y.json"
"T7007N","Examensarbete i industriell ekonomi, industriell logistik, civilingenjör","100% Lp3-4 Luleå","30577-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y255076Y76Y.json"
"M7037N","Examensarbete i industriell ekonomi, industriell marknadsföring, civilingenjör","100% Lp3-4 Luleå","30047-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q083gZ6y5Y355676Y76Y.json"
"M7037N","Examensarbete i industriell ekonomi, industriell marknadsföring, civilingenjör","100% Lp3-4 Luleå","30575-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y255376Y76Y.json"
"E7007N","Examensarbete i industriell ekonomi, innovation och strategisk affärsutveckling, civilingenjör","100% Lp3-4 Luleå","30617-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q043gZ6y5Y255476Y76Y.json"
"E7007N","Examensarbete i industriell ekonomi, innovation och strategisk affärsutveckling, civilingenjör","100% Lp3-4 Luleå","30698-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q083gZ6y5Y355676Y76Y.json"
"K7007N","Examensarbete i industriell ekonomi, kvalitetsutveckling, civilingenjör","100% Lp3-4 Luleå","30024-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q083gZ6y5Y355876Y76Y.json"
"K7007N","Examensarbete i industriell ekonomi, kvalitetsutveckling, civilingenjör","100% Lp3-4 Luleå","30578-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y255576Y76Y.json"
"I0001E","Examensarbete i informatik, inriktning digital tjänsteutveckling, kandidat","50% Lp3-4 Luleå","37039-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q063gZ6y5Y355076Y76Y.json"
"I0001E","Examensarbete i informatik, inriktning digital tjänsteutveckling, kandidat","50% Lp3-4 Ortsoberoende","37808-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q093gZ6y5Y355376Y76Y.json"
"A0010P","Examensarbete i lärande","50% Lp3-4 Luleå","33284-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q093gZ6y5Y355276Y76Y.json"
"A7002P","Examensarbete i lärande, avancerad nivå","50% Lp3-4 Luleå","33285-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q093gZ6y5Y355376Y76Y.json"
"W0018T","Examensarbete i Maskinteknik, högskoleingenjör","100% Lp1 Skellefteå","18070-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv1Q063gZ6y5Y955376Y76Y.json"
"W0018T","Examensarbete i Maskinteknik, högskoleingenjör","100% Lp4 Skellefteå","48016-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q043gZ6y5Y355076Y76Y.json"
"E7022T","Examensarbete i Maskinteknik, inriktning Beräkningsteknik, civilingenjör","100% Lp1-2 Luleå","18059-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv2Q063gZ6y5Y955776Y76Y.json"
"E7022T","Examensarbete i Maskinteknik, inriktning Beräkningsteknik, civilingenjör","100% Lp2-3 Luleå","28033-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q093gZ6y5Y955376Y76Y.json"
"E7022T","Examensarbete i Maskinteknik, inriktning Beräkningsteknik, civilingenjör","100% Lp3-4 Luleå","38048-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q093gZ6y5Y355176Y76Y.json"
"E7020T","Examensarbete i Maskinteknik, inriktning Konstruktionsteknik, civilingenjör","100% Lp1-2 Luleå","18057-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv2Q063gZ6y5Y955576Y76Y.json"
"E7020T","Examensarbete i Maskinteknik, inriktning Konstruktionsteknik, civilingenjör","100% Lp2-3 Luleå","28031-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q093gZ6y5Y955176Y76Y.json"
"E7020T","Examensarbete i Maskinteknik, inriktning Konstruktionsteknik, civilingenjör","100% Lp3-4 Luleå","38046-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q093gZ6y5Y355876Y76Y.json"
"E7021T","Examensarbete i Maskinteknik, inriktning Produktionsteknik, civilingenjör","100% Lp1-2 Luleå","18058-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv2Q063gZ6y5Y955676Y76Y.json"
"E7021T","Examensarbete i Maskinteknik, inriktning Produktionsteknik, civilingenjör","100% Lp2-3 Luleå","28032-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv4Q093gZ6y5Y955276Y76Y.json"
"E7021T","Examensarbete i Maskinteknik, inriktning Produktionsteknik, civilingenjör","100% Lp3-4 Luleå","38047-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q093gZ6y5Y355976Y76Y.json"
"U7017P","Examensarbete i matematik, grundlärare 4-6","100% Lp3-4 Ortsoberoende","33265-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355776Y76Y.json"
"U7012P","Examensarbete i matematik, grundlärare F-3","100% Lp3-4 Ortsoberoende","33266-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355876Y76Y.json"
"U7026P","Examensarbete i matematik, ämneslärarexamen, inriktning mot gymnasieskolan","100% Lp3-4 Luleå","33257-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q053gZ6y5Y355376Y76Y.json"
"E7008T","Examensarbete i Materialteknik, civilingenjör","100% Lp1-2 Luleå","18051-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q063gZ6y5Y955176Y76Y.json"
"E7008T","Examensarbete i Materialteknik, civilingenjör","100% Lp3-4 Luleå","38039-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q093gZ6y5Y355276Y76Y.json"
"E7009T","Examensarbete i Materialteknik, master","100% Lp1-2 Luleå","18052-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv3Q063gZ6y5Y955276Y76Y.json"
"E7009T","Examensarbete i Materialteknik, master","100% Lp3-4 Luleå","38040-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q093gZ6y5Y355376Y76Y.json"
"E7009T","Examensarbete i Materialteknik, master","100% Lp4-1 Luleå","48023-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y355476Y76Y.json"
"D0103G","Examensarbete i musik med inriktning mot gehörsbaserat musikskapande","25% Lp3-4 Piteå","30681-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv3Q053gZ6y5Y355876Y76Y.json"
"U7025P","Examensarbete i musik, ämneslärarexamen, inriktning mot gymnasieskolan","100% Lp3-4 Piteå","30687-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q053gZ6y5Y355176Y76Y.json"
"N0034N","Examensarbete i nationalekonomi, kandidat","100% Lp4 Luleå","40029-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y355576Y76Y.json"
"N0034N","Examensarbete i nationalekonomi, kandidat","100% Lp4 Luleå","40383-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q013gZ6y5Y355876Y76Y.json"
"N7010N","Examensarbete i nationalekonomi, magister","100% Lp4 Luleå","40444-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q033gZ6y5Y355776Y76Y.json"
"U7015P","Examensarbete i naturorientering och teknik, grundlärare 4-6","100% Lp3-4 Ortsoberoende","33260-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q063gZ6y5Y355376Y76Y.json"
"U7021P","Examensarbete i naturorientering och teknik, grundlärare F-3","100% Lp3-4 Ortsoberoende","33261-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q063gZ6y5Y355476Y76Y.json"
"X7004K","Examensarbete i Naturresursteknik, inriktning Malm och mineral, civilingenjör","100% Lp1-2 Luleå","15041-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q053gZ6y5Y955676Y76Y.json"
"X7004K","Examensarbete i Naturresursteknik, inriktning Malm och mineral, civilingenjör","100% Lp3-4 Luleå","35472-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q043gZ6y5Y255276Y76Y.json"
"X7002K","Examensarbete i Naturresursteknik, inriktning Miljö och vatten, civilingenjör","100% Lp1-2 Luleå","15031-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q053gZ6y5Y955576Y76Y.json"
"X7002K","Examensarbete i Naturresursteknik, inriktning Miljö och vatten, civilingenjör","100% Lp3-4 Luleå","35469-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q043gZ6y5Y255876Y76Y.json"
"P0064A","Examensarbete i psykologi, kandidat","100% Lp4 Luleå","43507-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q013gZ6y5Y355576Y76Y.json"
"J0042N","Examensarbete i rättsvetenskap, kandidat","100% Lp4 Luleå","40026-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y355976Y76Y.json"
"J0042N","Examensarbete i rättsvetenskap, kandidat","100% Lp4 Luleå","40381-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q013gZ6y5Y355676Y76Y.json"
"P7004N","Examensarbete i samhällskunskap, ämneslärarexamen, inriktning mot gymnasieskolan","100% Lp3-4 Luleå","30564-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv1Q033gZ6y5Y255576Y76Y.json"
"U7018P","Examensarbete i samhällsorientering, grundlärare 4-6","100% Lp3-4 Ortsoberoende","33264-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355676Y76Y.json"
"U7020P","Examensarbete i samhällsorientering, grundlärare F-3","100% Lp3-4 Ortsoberoende","33262-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355076Y76Y.json"
"S0055A","Examensarbete i sociologi, kandidat","100% Lp4 Luleå","40379-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv7Q013gZ6y5Y355476Y76Y.json"
"S0055A","Examensarbete i sociologi, kandidat","100% Lp4 Luleå","40442-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y355776Y76Y.json"
"S7010P","Examensarbete i specialpedagogik","50% Lp3-4 Luleå","33205-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q043gZ6y5Y255876Y76Y.json"
"S0035N","Examensarbete i statsvetenskap, kandidat","100% Lp4 Luleå","40030-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y355676Y76Y.json"
"S0035N","Examensarbete i statsvetenskap, kandidat","100% Lp4 Luleå","40382-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv8Q013gZ6y5Y355776Y76Y.json"
"U7016P","Examensarbete i svenska, grundlärare 4-6","100% Lp3-4 Ortsoberoende","33259-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q063gZ6y5Y355276Y76Y.json"
"U7022P","Examensarbete i svenska, grundlärare F-3","100% Lp3-4 Ortsoberoende","33263-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q063gZ6y5Y355576Y76Y.json"
"U7024P","Examensarbete i svenska, ämneslärarexamen, inriktning mot gymnasieskolan","100% Lp3-4 Luleå","33255-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q053gZ6y5Y355976Y76Y.json"
"D0050A","Examensarbete i teknisk design, högskoleingenjör","100% Lp4 Luleå","40396-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q013gZ6y5Y355776Y76Y.json"
"D0050A","Examensarbete i teknisk design, högskoleingenjör","100% Lp4 Luleå","40439-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y355276Y76Y.json"
"D7014A","Examensarbete i teknisk design, produktdesign, civilingenjör","100% Lp3-4 Luleå","30579-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q043gZ6y5Y255676Y76Y.json"
"D7014A","Examensarbete i teknisk design, produktdesign, civilingenjör","100% Lp3-4 Luleå","30709-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv0Q093gZ6y5Y355676Y76Y.json"
"A7009A","Examensarbete i teknisk design, produktionsdesign, civilingenjör","100% Lp3-4 Luleå","30576-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q033gZ6y5Y255476Y76Y.json"
"A7009A","Examensarbete i teknisk design, produktionsdesign, civilingenjör","100% Lp3-4 Luleå","30706-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv4Q083gZ6y5Y355276Y76Y.json"
"X7006E","Examensarbete i Teknisk fysik och elektroteknik - Elektroteknik, civilingenjör","100% Lp1-2 Luleå","17106-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q053gZ6y5Y955776Y76Y.json"
"X7006E","Examensarbete i Teknisk fysik och elektroteknik - Elektroteknik, civilingenjör","100% Lp3-4 Luleå","37100-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q063gZ6y5Y355976Y76Y.json"
"X0003E","Examensarbete i teknisk fysik och elektroteknik, teknologie kandidat","100% Lp1 Luleå","17105-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv9Q053gZ6y5Y955676Y76Y.json"
"E7017T","Examensarbete i Tribologi, master","100% Lp3-4 Luleå","38043-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv6Q093gZ6y5Y355576Y76Y.json"
"X0009B","Examensarbete i Underhållsteknik, högskoleingenjör","100% Lp4 Kiruna","45015-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv7Q013gZ6y5Y355676Y76Y.json"
"X0009B","Examensarbete i Underhållsteknik, högskoleingenjör","100% Lp4 Luleå","45016-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv7Q013gZ6y5Y355776Y76Y.json"
"X0009B","Examensarbete i Underhållsteknik, högskoleingenjör","100% Lp4 Gällivare","45017-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv7Q013gZ6y5Y355876Y76Y.json"
"X7013B","Examensarbete i Underhållsteknik, master","100% Lp3-4 Luleå","35013-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv2Q083gZ6y5Y355276Y76Y.json"
"X7006B","Examensarbete i Väg- och vattenbyggnad, inriktning Byggande, civilingenjör","100% Lp1-2 Luleå","15010-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q053gZ6y5Y955476Y76Y.json"
"X7006B","Examensarbete i Väg- och vattenbyggnad, inriktning Byggande, civilingenjör","100% Lp3-4 Luleå","35470-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q043gZ6y5Y255976Y76Y.json"
"X7009B","Examensarbete i Väg- och vattenbyggnad, inriktning Jord- och bergbyggnad, civilingenjör","100% Lp1-2 Luleå","15012-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv5Q053gZ6y5Y955276Y76Y.json"
"X7009B","Examensarbete i Väg- och vattenbyggnad, inriktning Jord- och bergbyggnad, civilingenjör","100% Lp3-4 Luleå","35473-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q043gZ6y5Y255376Y76Y.json"
"X7010B","Examensarbete i Väg- och vattenbyggnad, inriktning Konstruktion, civilingenjör","100% Lp1-2 Luleå","15013-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv6Q053gZ6y5Y955076Y76Y.json"
"X7010B","Examensarbete i Väg- och vattenbyggnad, inriktning Konstruktion, civilingenjör","100% Lp3-4 Luleå","35471-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q043gZ6y5Y255176Y76Y.json"
"X7014B","Examensarbete i Väg- och vattenbyggnad, inriktning Byggkonstruktion och brand, civilingenjör","100% Lp1-2 Luleå","15671-H24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ740Z50Qv2Q053gZ6y5Y955076Y76Y.json"
"X7014B","Examensarbete i Väg- och vattenbyggnad, inriktning Byggkonstruktion och brand, civilingenjör","100% Lp3-4 Luleå","35522-V24.k","","https://cloud.timeedit.net/ltu/web/schedule1/ri178XQQ730Z50Qv5Q093gZ6y5Y355576Y76Y.json"
